"country","city","airport","iso"
"Russian Federation","Saratov","Saratov Tsentralny Airport","RTW"
"Russian Federation","Sochi","Sochi International Airport","AER"
"Russian Federation","Stavropol","Stavropol Shpakovskoye Airport","STW"
"Russian Federation","Surgut","Surgut International Airport","SGC"
"Russian Federation","Syktyvkar","Syktyvkar Airport","SCW"
"Russian Federation","Tomsk","Bogashevo Airport","TOF"
"Russian Federation","Tyumen","Roshchino International Airport","TJM"
"Russian Federation","Ulan Ude","Baikal International Airport","UUD"
"Russian Federation","Ulyanovsk","Ulyanovsk Vostochny Airport","ULY"
"Russian Federation","Ufa","Ufa International Airport","UFA"
"Russian Federation","Vladivostok","Vladivostok International Airport","VVO"
"Russian Federation","Vladikavkaz","Beslan Airport","OGZ"
"Russian Federation","Volgograd","Volgograd International Airport","VOG"
"Russian Federation","Voronezh","Voronezh International Airport","VOZ"
"Russian Federation","Yakutsk","Yakutsk Airport","YKS"
"Russian Federation","Yaroslavl","Tunoshna Airport","IAR"
"Russian Federation","Yekaterinburg","Koltsovo International Airport","SVX"
"Russian Federation","Yuzhno Sakhalinsk","Yuzhno-Sakhalinsk Airport","UUS"
"Serbia","Belgrade","Belgrade Nikola Tesla Airport","BEG"
"Slovakia","Poprad","Poprad-Tatry Airport","TAT"
"Turkey","Antalya","Antalya Airport","AYT"
"Turkey","Bodrum","Milas-Bodrum Airport","BJV"
"Turkey","Dalaman","Dalaman Airport","DLM"
"Turkey","Kayseri","Erkilet Airport","ASR"
"Turkey","Konya","Konya Airport","KYA"
"Turkey","Trabzon","Trabzon Airport","TZX"
"Turkey","Zonguldak","Zonguldak Airport","ONQ"
"Ukraine","Kiev","Boryspil International Airport","KBP"
"Ukraine","Chernivtsi","Chernivtsi International Airport","CWC"
"Ukraine","Donetsk","Donetsk Airport","DOK"
"Ukraine","Dnipropetrovsk","Dnipropetrovsk International Airport","DNK"
"Ukraine","Kiev","Gostomel Airport (cargo only, serving Kiev)","GML"
"Ukraine","Ivano-Frankivsk","Ivano-Frankivsk International Airport","IFO"
"Ukraine","Kharkiv","Kharkiv International Airport","HRK"
"Ukraine","Kryvyy Rih","Kryvyi Rih International Airport","KWG"
"Ukraine","Kiev","Kyiv Zhuliany International Airport","IEV"
"Ukraine","Luhansk","Luhansk International Airport","VSG"
"Ukraine","Lvov","Lviv Danylo Halytskyi International Airport","LWO"
"Ukraine","Odessa","Lymanske International Airport",""
"Ukraine","Mykolaiv","Mykolaiv International Airport","NLV"
"Ukraine","Odessa","Odessa International Airport","ODS"
"Ukraine","Simferopol","Simferopol International Airport","SIP"
"Ukraine","Zaporizhzhya","Zaporizhia International Airport","OZH"
"Denmark","Aalborg","Aalborg Airport","AAL"
"Denmark","Aarhus","Aarhus Airport","AAR"
"Denmark","Billund","Billund Airport","BLL"
"Denmark","Kobenhavn","Copenhagen Airport","CPH"
"Finland","Helsinki","Helsinki-Vantaa Airport","HEL"
"Finland","Kuopio","Kuopio Airport","KUO"
"Finland","Kuusamo","Kuusamo Airport","KAO"
"Finland","Lappeenranta","Lappeenranta Airport","LPP"
"Finland","Oulu","Oulu Airport","OUL"
"Finland","Rovaniemi","Rovaniemi Airport","RVN"
"Finland","Tampere","Tampere-Pirkkala Airport","TMP"
"Finland","Turku","Turku Airport","TKU"
"Finland","Vaasa","Vaasa Airport","VAA"
"Iceland","Akureyri","Akureyri Airport","AEY"
"Iceland","Reykjavik","Keflavik International Airport","KEF"
"Iceland","Reykjavik","Reykjavik Airport","RKV"
"Norway","Bergen","Bergen Airport","BGO"
"Norway","Haugesund","Haugesund Airport","HAU"
"Norway","Kristiansand","Kristiansand Airport, Kjevik","KRS"
"Norway","Kristiansand","Kristiansund Airport, Kvernberget","KSU"
"Norway","Oslo","Oslo Airport-Gardermoen","OSL"
"Norway","Oslo","Moss Airport","RYG"
"Norway","Oslo","Sandefjord Airport","TRF"
"Norway","Stavanger","Stavanger Airport","SVG"
"Norway","Trondheim","Trondheim Airport","TRD"
"Sweden","Goteborg","Gothenburg City Airport","GSE"
"Sweden","Stockholm","Stockholm-Arlanda Airport","ARN"
"Sweden","Stockholm","Stockholm-Bromma Airport","BMA"
"Sweden","Stockholm","Stockholm-Skavsta Airport","NYO"
"Sweden","Visby","Visby Airport","VBY"
"United Kingdom of Great Britain and Northern Ireland","Birmingham","Birmingham International Airport","BHX"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth","Bournemouth Airport","BOH"
"United Kingdom of Great Britain and Northern Ireland","Bristol","Bristol Airport","BRS"
"United Kingdom of Great Britain and Northern Ireland","Cardiff","Cardiff Airport","CWL"
"United Kingdom of Great Britain and Northern Ireland","Sheffield","Robin Hood Airport Doncaster Sheffield","DSA"
"United Kingdom of Great Britain and Northern Ireland","Middlesbrough","Durham Tees Valley Airport","MME"
"United Kingdom of Great Britain and Northern Ireland","Leicester","East Midlands Airport","EMA"
"United Kingdom of Great Britain and Northern Ireland","Nottingham","East Midlands Airport","EMA"
"United Kingdom of Great Britain and Northern Ireland","Exeter","Exeter International Airport","EXT"
"United Kingdom of Great Britain and Northern Ireland","Bradford","Leeds Bradford International Airport","LBA"
"United Kingdom of Great Britain and Northern Ireland","Liverpool","Liverpool John Lennon Airport","LPL"
"United Kingdom of Great Britain and Northern Ireland","London","London City Airport","LCY"
"United Kingdom of Great Britain and Northern Ireland","London","Gatwick Airport","LGW"
"United Kingdom of Great Britain and Northern Ireland","London","Heathrow Airport","LHR"
"United Kingdom of Great Britain and Northern Ireland","London","Luton Airport","LTN"
"United Kingdom of Great Britain and Northern Ireland","London","Southend Airport","SEN"
"United Kingdom of Great Britain and Northern Ireland","London","Stansted Airport","STN"
"United Kingdom of Great Britain and Northern Ireland","Manchester","Manchester Airport","MAN"
"United Kingdom of Great Britain and Northern Ireland","Newcastle","Newcastle Airport","NCL"
"United Kingdom of Great Britain and Northern Ireland","Newquay","Newquay Cornwall Airport","NQY"
"United Kingdom of Great Britain and Northern Ireland","Norwich","Norwich International Airport","NWI"
"United Kingdom of Great Britain and Northern Ireland","Southampton","Southampton Airport","SOU"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen","Aberdeen Airport","ABZ"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh","Edinburgh Airport","EDI"
"United Kingdom of Great Britain and Northern Ireland","Glasgow","Glasgow International Airport","GLA"
"United Kingdom of Great Britain and Northern Ireland","Glasgow","Glasgow Prestwick Airport","PIK"
"United Kingdom of Great Britain and Northern Ireland","Inverness","Inverness Airport","INV"
"United Kingdom of Great Britain and Northern Ireland","Belfast","Belfast International Airport","BFS"
"United Kingdom of Great Britain and Northern Ireland","Belfast","George Best Belfast City Airport","BHD"
"United Kingdom of Great Britain and Northern Ireland","Derry","City of Derry Airport","LDY"
"Australia","Adelaide","Adelaide Airport","ADL"
"Australia","Brisbane","Brisbane Airport","BNE"
"Australia","Cairns","Cairns Airport","CNS"
"Australia","Canberra","Canberra Airport","CBR"
"Australia","Darwin","Darwin International Airport","DRW"
"Australia","Gold Coast","Gold Coast Airport","OOL"
"Australia","Hobart","Hobart International Airport","HBA"
"Australia","Melbourne","Melbourne Airport","MEL"
"Australia","Perth","Perth Airport","PER"
"Australia","Port Hedland","Port Hedland International Airport","PHE"
"Australia","Sydney","Sydney Airport","SYD"
"Australia","Townsville","Townsville International Airport","TSV"
"Christmas Island","Christmas Island","Christmas Island Airport","XCH"
"Cocos (Keeling) Islands","Cocos (Keeling Islands)","Cocos (Keeling) Islands Airport","CCK"
"Cook Islands","Cook Islands","Rarotonga Airport","RAR"
"Easter Island","Hanga Roa","Mataveri International Airport","IPC"
"Fiji","Nandi","Nadi International Airport","NAN"
"Fiji","Suva","Nausori International Airport","SUV"
"French Polynesia","Papeete","Faa'a International Airport","PPT"
"Guam","HagAtna","Antonio B. Won Pat International Airport","GUM"
"Kiribati","Kiritimati","Cassidy International Airport","CXI"
"Kiribati","Tarawa","Bonriki International Airport","TRW"
"Marshall Islands","Kwajalein","Bucholz Army Airfield","KWA"
"Marshall Islands","Majuro","Marshall Islands International Airport","MAJ"
"Federated States of Micronesia","Chuuk","Chuuk International Airport","TKK"
"Federated States of Micronesia","Kosrae","Kosrae International Airport","KSA"
"Federated States of Micronesia","Pohnpei","Pohnpei International Airport","PNI"
"Federated States of Micronesia","Yap","Yap International Airport","YAP"
"Nauru","Yaren","Nauru International Airport","INU"
"New Caledonia","Noumea","La Tontouta International Airport","NOU"
"New Zealand","Auckland","Auckland Airport","AKL"
"New Zealand","Christchurch","Christchurch International Airport","CHC"
"New Zealand","Dunedin","Dunedin International Airport","DUD"
"New Zealand","Queenstown","Queenstown Airport","ZQN"
"New Zealand","Wellington","Wellington International Airport","WLG"
"Norfolk Island","Norfolk Island","Norfolk Airport","NLK"
"Northern Mariana Islands","Rota Island","Rota International Airport","ROP"
"Northern Mariana Islands","Saipan Island","Saipan International Airport","SPN"
"Northern Mariana Islands","Tinian Island","Tinian International Airport","TIQ"
"Niue","Alofi","Niue International Airport","IUE"
"Palau","Koror","Roman Tmetuchl International Airport","ROR"
"Papua New Guinea","Port Moresby","Jacksons International Airport","POM"
"Samoa","Apia","Faleolo International Airport","APW"
"Solomon Islands","Honiara","Honiara International Airport","HIR"
"Tonga","Nukualofa","Fuaʻamotu International Airport","TBU"
"Tonga","Vava'u","Vava'u International Airport","VAV"
"Tuvalu","Funafuti","Funafuti International Airport","FUN"
"Vanuatu","Luganville","Santo-Pekoa International Airport","SON"
"Vanuatu","Port-Vila","Bauerfield International Airport","VLI"
"Wallis and Futuna Islands","Futuna","Pointe Vele Airport","FUT"
"Wallis and Futuna Islands","Wallis","Hihifo Airport","WLS"
"Sao Tome and Principe","Sao Tome","Sao Tome International Airport","TMS"
"France","St.-Denis","Roland Garros Airport","RUN"
"Algeria","Setif","Ain Arnat Airport","QSF"
"Morocco","Fez","Fes-Saiss Airport","FEZ"
"Morocco","Rabat","Rabat-Sale Airport","RBA"
"Morocco","Laayoune","Hassan I Airport","EUN"
"Madagascar","Tôlanaro","Tolanaro Airport","FTU"
"Cameroon","Yaounde","Nsimalen Airport","NSI"
"Cape Verde","Sal Island","Amilcar Cabral International Airport","SID"
"Cape Verde","Sao Vicente Island","Cesaria Évora Airport","VXE"
"Ca´te d'Ivoire","Abidjan","Port Bouet Airport","ABJ"
"Mauritania","Nouakchott","Nouakchott–Oumtounsynnn International Airport","NKC"
"Senegal","Dakar","Leopold Sedar Senghor International Airport","DKR"
"Togo","Lome","Tokoin Airport","LFW"
"Cuba","Camaguey","Ignacio Agramonte International Airport","CMW"
"Cuba","Cayo Largo del Sur","Vilo Acuna Airport","CYO"
"Cuba","Cienfuegos","Jaime Gonzalez Airport","CFG"
"Cuba","Havana","Jose Marti International Airport","HAV"
"Cuba","Holguin","Frank Pais Airport","HOG"
"Cuba","Santa Clara","Abel Santa Maria Airport","SNU"
"Cuba","Varadero","Juan Gualberto Gomez Airport","VRA"
"Dominican Republic","Barahona","Maria Montez International Airport","BRX"
"Dominican Republic","Samana","Samana El Catey International Airport","AZS"
"Dominican Republic","San Felipe de Puerto Plata","Gregorio Luperon International Airport","POP"
"Dominican Republic","Santo Domingo","Las Americas International Airport","SDQ"
"Guadeloupe","Pointe-a-Pitre","Pôle Caraibes International Airport","PTP"
"Haiti","Cap-Haitien","Hugo Chavez International Airport","CAP"
"Martinique","Fort-de-France","Martinique Aime Cesaire International Airport","FDF"
"Puerto Rico","Aguadilla","Rafael Hernandez Airport","BQN"
"Puerto Rico","San Juan","Luis Munoz Marin International Airport","SJU"
"Costa Rica","Liberia","Daniel Oduber Quiros International Airport","LIR"
"Costa Rica","San Jose","Juan Santamaria International Airport","SJO"
"El Salvador","San Salvador","Monsenor oscar Arnulfo Romero International Airport","SAL"
"Honduras","La Ceiba","Goloson International Airport","LCE"
"Honduras","Roatan","Juan Manuel Galvez International Airport","RTB"
"Honduras","San Pedro Sula","Ramon Villeda Morales International Airport","SAP"
"Panama","Bocas del Toro","Bocas del Toro Isla Colon International Airport","BOC"
"Panama","David","Enrique Malek International Airport","DAV"
"Mexico","Aguascalientes","Lic. Jesus Teran Peredo International Airport","AGU"
"Mexico","Cancun","Cancun International Airport","CUN"
"Mexico","Culiacan","Federal de Bachigualato International Airport","CUL"
"Mexico","Huatulco","Bahias de Huatulco International Airport","HUX"
"Mexico","Leon","Del Bajio International Airport","BJX"
"Mexico","Mazatlan","General Rafael Buelna International Airport","MZT"
"Mexico","Merida","Manuel Crescencio Rejon International Airport","MID"
"Mexico","Oaxaca","Xoxocotlan International Airport","OAX"
"Mexico","Puebla","Hermanos Serdan International Airport","PBC"
"Mexico","Puerto Vallarta","Lic. Gustavo Diaz Ordaz International Airport","PVR"
"Mexico","Queretaro","Queretaro Intercontinental Airport","QRO"
"Mexico","San Luis Potosi","Ponciano Arriaga International Airport","SLP"
"Mexico","Tijuana","Gral. Abelardo L. Rodriguez International Airport","TIJ"
"Mexico","Toluca","Lic. Adolfo Lopez Mateos International Airport","TLC"
"Mexico","Torreon","Francisco Sarabia International Airport","TRC"
"Mexico","Villahermosa","Carlos Rovirosa Perez International Airport","VSA"
"United States of America","Akron","Akron–Canton Airport","CAK"
"Argentina","Cordoba","Ingeniero Ambrosio L.V. Taravella International Airport","COR"
"Argentina","Puerto Iguazu","Cataratas del Iguazu International Airport","IGR"
"Argentina","Rio Gallegos","Piloto Civil N. Fernandez International Airport","RGL"
"Brazil","Belem","Val de Caes International Airport","BEL"
"Brazil","Cuiaba","Marechal Rondon International Airport","CGB"
"Brazil","Florianopolis","Hercilio Luz International Airport","FLN"
"Brazil","Goiania","Santa Genoveva Airport","GYN"
"Brazil","Joao Pessoa","Presidente Castro Pinto International Airport","JPA"
"Brazil","Maceio","Zumbi dos Palmares International Airport","MCZ"
"Brazil","Rio de Janeiro","Rio de Janeiro-Galeao International Airport","GIG"
"Brazil","Salvador","Deputado Luis Eduardo Magalhaes International Airport","SSA"
"Brazil","Sao Luis","Marechal Cunha Machado International Airport","SLZ"
"Brazil","Sao Paulo","Sao Paulo-Guarulhos International Airport","GRU"
"Brazil","Sao Paulo","Congonhas Airport","CGH"
"Brazil","Vitoria","Eurico de Aguiar Salles Airport","VIX"
"Chile","Concepcion","Carriel Sur International Airport","CCP"
"Chile","Punta Arenas","Presidente Carlos Ibanez del Campo International Airport","PUQ"
"Chile","Santiago de Chile","Comodoro Arturo Merino Benitez International Airport","SCL"
"Colombia","Armenia","El Eden International Airport","AXM"
"Colombia","Bogota","El Dorado International Airport","BOG"
"Colombia","Cartagena","Rafael Nunez International Airport","CTG"
"Colombia","Cucuta","Camilo Daza International Airport","CUC"
"Colombia","Leticia","Alfredo Vasquez Cobo International Airport","LET"
"Colombia","Medellin","Jose Maria Cordova International Airport","MDE"
"Colombia","Pereira","Matecana International Airport","PEI"
"Colombia","San Andres","Gustavo Rojas Pinilla International Airport","ADZ"
"Colombia","Santa Marta","Simon Bolivar International Airport","SMR"
"Ecuador","Guayaquil","Jose Joaquin de Olmedo International Airport","GYE"
"Ecuador","Tulcan","Teniente Coronel Luis a Mantilla International Airport","TUA"
"Paraguay","Asuncion","Silvio Pettirossi International Airport","ASU"
"Paraguay","Ciudad del Este","Guarani International Airport","AGT"
"Peru","Arequipa","Rodriguez Ballon International Airport","AQP"
"Peru","Lima","Jorge Chavez International Airport","LIM"
"Venezuela (Bolivarian Republic of)","Caracas","Simon Bolivar International Airport","CCS"
"Philippines","Bacolod","Bacolod–Silay International Airport","BCD"
"Philippines","Lapu-Lapu, Philippines","Mactan–Cebu International Airport","CEB"
"Viet Nam","Hue","Phu Bai International Airport","HUI"
"Viet Nam","Khanh Hoa","Cam Ranh International Airport","CXR"
"Viet Nam","Quang Nam","Chu Lai International Airport","VCL"
"Portugal","Porto","Francisco Sa Carneiro Airport","OPO"
"Portugal","Ponta Delgada","Joao Paulo II Airport","PDL"
"Spain","A Coruna","Alvedro Airport","LCG"
"Spain","Almeria","Almeria International Airport","LEI"
"Spain","Malaga","Malaga Airport","AGP"
"Germany","Berlin","Berlin Schönefeld Airport","SXF"
"Germany","Dusseldorf","Dusseldorf Airport","DUS"
"Germany","Freiburg","EuroAirport Basel–Mulhouse–Freiburg","MLH"
"Germany","Freiburg","EuroAirport Basel–Mulhouse–Freiburg","BSL"
"Germany","Freiburg","EuroAirport Basel–Mulhouse–Freiburg","EAP"
"Germany","Lubeck","Lubeck Airport","LBC"
"Germany","Nuremberg","Albrecht Durer Airport","NUE"
"Switzerland","Basel","EuroAirport Basel–Mulhouse–Freiburg","BSL"
"Poland","Gdansk","Gdansk Lech Walęsa Airport","GDN"
"Poland","Krakow","John Paul II International Airport Krakow-Balice","KRK"
"Poland","Lodz","Lodz Wladyslaw Reymont Airport","LCJ"
"Poland","Poznan","Poznan Lawica Airport","POZ"
"Poland","Rzeszow","Rzeszow-Jasionka Airport","RZE"
"Poland","Szczecin","Szczecin-Goleniow Solidarność Airport","SZZ"
"Poland","Warsaw","Frederic Chopin Airport","WAW"
"Poland","Wroclaw","Copernicus Airport Wroclaw","WRO"
"Romania","Constanta","Mihail Kogălniceanu International Airport","CND"
"Romania","Iasi","Iasi International Airport","IAS"
"Romania","Timisoara","Traian Vuia International Airport","TSR"
"Albania","Tirana","Tirana International Airport Nënë Tereza","TIA"
"Croatia","Zagreb","Franjo Tuđman Airport","ZAG"
"Czechia","Brno","Brno-Tuřany Airport","BRQ"
"Czechia","Ostrava","Leos Janacek Ostrava Airport","OSR"
"Czechia","Prague","Prague Vaclav Havel Airport","PRG"
"Hungary","Heviz","Heviz-Balaton Airport","SOB"
"Hungary","Gyor","Gyor-Per International Airport","QGY"
"Hungary","Pecs","Pecs-Pogany International Airport","QPJ"
"Lithuania","Siauliai","Siauliai International Airport","SQQ"
"Republic of Moldova","Chisinau","Chisinău International Airport","KIV"
"Serbia","Nis","Nis Constantine the Great Airport","INI"
"Slovakia","Bratislava","M. R. Stefanik Airport","BTS"
"Slovakia","Kosice","Kosice International Airport","KSC"
"Slovakia","Piestany","Piestany Airport","PZY"
"Slovakia","Sliac","Sliac Airport","SLD"
"Slovakia","Zilina","Zilina Airport","ILZ"
"Slovenia","Ljubljana","Ljubljana Joze Pucnik Airport","LJU"
"Slovenia","Portoroz","Portoroz Airport","POW"
"Turkey","Adana","sakirpasa Airport","ADA"
"Turkey","Ankara","Esenboğa International Airport","ESB"
"Turkey","Bursa","Yenisehir Airport","YEI"
"Turkey","Gaziantep","Oğuzeli Airport","GZT"
"Turkey","Istanbul","Ataturk International Airport","IST"
"Turkey","Istanbul","Sabiha Gökçen International Airport","SAW"
"Turkey","Izmir","Adnan Menderes Airport","ADB"
"Turkey","Kutahya","Zafer Airport","KZR"
"Turkey","Malatya","Erhaç Airport","MLX"
"Turkey","Nevsehir","Kapadokya Airport","NAV"
"Turkey","Samsun","Samsun-Çarsamba Airport","SZF"
"Faroe Islands","Vagar","Vagar Airport","FAE"
"Finland","Aland","Mariehamn Airport (Aland)","MHQ"
"Finland","Kittila","Kittila Airport","KTT"
"Norway","Alesund","Alesund Airport","AES"
"Norway","Bodo","Bodo Airport","BOO"
"Norway","Tromso","Tromso Airport","TOS"
"Sweden","Goteborg","Göteborg Landvetter Airport","GOT"
"Sweden","Lulea","LuleA Airport","LLA"
"Sweden","Malmo","Malmö Airport","MMX"
"Sweden","Norrkoping","Norrköping Airport","NRK"
"Sweden","Ostersund","Are Östersund Airport","OSD"
"Sweden","Stockholm","Stockholm-VasterAs Airport","VST"
"Sweden","Umea","UmeA Airport","UME"
"Sweden","Vaxjo","Vaxjö Airport","VXO"
